# Pathway	G45057_Abundance	G45068_Abundance	G45071_Abundance	G45075_Abundance	G45092_Abundance	G45099_Abundance	G45108_Abundance	G45117_Abundance	G45123_Abundance	G45226_Abundance	G45227_Abundance	G45250_Abundance
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0	0	0.226107	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	1.71494	0	2.78765	0	2.57443	0	2.15229	0	0.185008
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.692275	0	0	0	0	0	0	3.26807	4.34314	0.80874	0.342921
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.598496	0	0	0	0	0	0	0	3.75047	1.31592	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0.775135	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0.862061	8.82719	8.92927	4.10189	5.94173	4.6527	0	18.4419	10.1806	14.1133	4.75954
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	2.39824	0.667708	0	0	2.1987	8.12153	0.8153	1.25764	1.11637	0	3.94168	2.029
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	1.29845	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactococcus.s__Lactococcus_lactis	0.864886	0	0	0	0	0	0	0	0	0	7.3883	6.82301
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.51813	0	0	0.754057	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	28.5722	5.70287	0	3.55315	10.2311	3.59011	5.30196	15.8947	0	3.20588	2.50848	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	2.19488	0	0	10.0132	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	0	1.71338	0	0	0.98945	0	0	0	2.41817	0	0	0.418986
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0	0	0	0	0.414607	1.10703	0	1.08623	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_hominis	0	0	0	2.93339	0	0	1.04625	0	1.4293	0	0	1.87788
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_lactaris	0	2.31027	0	0	0	0	0	0	0	0	0	0.46392
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	3.91274	0	0	12.8059	0	12.1454	0	0	0	13.5497	33.2515
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0.694363	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0.449379	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	1.03471	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	16.7626	0	0	0.267346	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_atypica	0	0	0	0.512572	0	0	0	0	0.583493	0	0.932524	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_dispar	0.958718	0	0	1.0545	0	0	0	0	0.771777	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_parvula	1.71672	0	0	0.760144	0	0	0	0.880584	0.782177	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	64.9207	154.518	137.002	61.877	78.4636	63.0791	120.905	26.8756	86.3112	283.019	138.779	92.2343
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	278.153	176.079	173.638	121.405	205.673	47.0499	116.629	103.906	140.412	96.9441	164.803	107.91
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	0	2.4734	0	0	0	0	0	23.9752	6.22575	0	7.35483	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	0	0	0	2.85662	0	0	0	0	0	0	12.7271	16.3927
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	10.7168	2.6577	2.71911	2.48833	0	0	0	2.51127	42.2049	3.60869	14.4455	5.18495
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	4.06404	0	0	0	0	0	0	1.76824	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	15.5606	32.5789	56.1968	22.6804	25.9781	41.4213	18.9717	51.0395	73.8989	36.0955	20.7728	51.807
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0.857919	0	0	0	0	0	20.0369	2.44688	0	3.21554	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.463175
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Veillonella.s__Veillonella_parvula	3.16605	0	0	0.838399	0	0.840989	0	0.940647	1.29356	0	0.254386	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	5.64776	6.01524	20.8928	0	8.63607	0	3.00874	4.60983	8.44268	6.43279	10.7201	5.61664
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	1.93168	3.87275	3.08999	0	0	0	0	31.5241	13.4625	1.16377	10.2066	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0	1.58905	0	0	0	0	0	24.9401	6.97799	0	5.26319	0
PPGPPMET-PWY: ppGpp biosynthesis	0	14.8177	32.0035	21.6222	3.55456	23.1701	12.1909	52.9694	30.7606	32.6478	42.0945	19.4453
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	0	2.44453	0	0	0	0	0	0	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	17.1117	132.594	77.4632	161.245	85.4962	119.336	135.156	60.9001	78.6139	156.752	84.3023	73.9852
PWY-1042: glycolysis IV (plant cytosol)	502.48	478.253	682.261	546.571	407.722	596.391	408.728	414.67	566.518	658.788	591.001	498.602
PWY-1042: glycolysis IV (plant cytosol)|g__Akkermansia.s__Akkermansia_muciniphila	0	4.79143	0	1.57688	0	40.4502	1.53624	0	0	0	0	0.652859
PWY-1042: glycolysis IV (plant cytosol)|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	2.12032	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Alistipes.s__Alistipes_shahii	0	45.0497	0	0	0	3.47604	12.6412	0	0	5.86064	0	4.52496
PWY-1042: glycolysis IV (plant cytosol)|g__Anaerostipes.s__Anaerostipes_hadrus	0	3.51264	16.5734	11.2485	0	8.58994	7.97515	2.53933	0	14.2558	17.8993	7.73068
PWY-1042: glycolysis IV (plant cytosol)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0.34379	0	0	0	0.440718	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_caccae	0	20.4775	8.43136	0	15.5776	0	0.736296	0	0	11.0714	14.0686	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0.698035	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_faecis	0	0	26.2734	22.2029	0	0	11.841	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	65.6532	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_ovatus	187.318	22.317	59.3431	17.9731	94.0925	7.10572	16.426	0	0	20.95	19.8831	22.6875
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	5.27098	0	0	5.49106	0	0	0	0	6.92048	3.06296	0
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	3.23682	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Barnesiella.s__Barnesiella_intestinihominis	0	11.3125	0	0	0	0	9.17561	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Blautia.s__Ruminococcus_torques	0	4.57865	5.74299	16.6032	2.57262	0	3.17277	0	2.46286	5.59847	0.777892	0.632149
PWY-1042: glycolysis IV (plant cytosol)|g__Clostridium.s__Clostridium_asparagiforme	0	0	2.15911	0	0.389185	1.82984	0	0	0.36952	0	0.786693	0
PWY-1042: glycolysis IV (plant cytosol)|g__Clostridium.s__Clostridium_bolteae	0	0	3.87965	0	0	0	0	0	0	0.779976	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Coprococcus.s__Coprococcus_catus	0	1.63157	0	1.71365	0	0	0	0	0	0	3.17053	2.98033
PWY-1042: glycolysis IV (plant cytosol)|g__Eggerthella.s__Eggerthella_lenta	1.06115	0	1.24383	0.452076	0	1.23349	0	0	0	0	2.10708	1.48731
PWY-1042: glycolysis IV (plant cytosol)|g__Escherichia.s__Escherichia_coli	0	3.15394	0	0	0	0.587468	0	36.6756	11.5617	0	7.92169	0
PWY-1042: glycolysis IV (plant cytosol)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	106.972	63.5103	205.173	123.402	60.6283	223.661	52.6988	58.8018	161.37	47.0021	106.333	96.8309
PWY-1042: glycolysis IV (plant cytosol)|g__Haemophilus.s__Haemophilus_parainfluenzae	0.504965	0	1.22994	0	0	0	0	0	16.8075	1.11183	0	0.343614
PWY-1042: glycolysis IV (plant cytosol)|g__Holdemania.s__Holdemania_filiformis	0	0	1.14252	0	0	0	0	0	0.619465	0	0.858914	0
PWY-1042: glycolysis IV (plant cytosol)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	0	0.894575	0	0	0	0	0	0	0	0	0	0.921855
PWY-1042: glycolysis IV (plant cytosol)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.50391	0	0	0	0	0	0	4.12734	4.80215	1.06618	0.63252
PWY-1042: glycolysis IV (plant cytosol)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	4.62078	18.3721	13.4674	6.7682	12.2364	9.08813	4.08563	35.0162	23.5904	31.8899	11.5231
PWY-1042: glycolysis IV (plant cytosol)|g__Lactococcus.s__Lactococcus_lactis	0.830271	0.366348	0	0	0	0	0	0	0	0	9.55381	8.39656
PWY-1042: glycolysis IV (plant cytosol)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.10563	0	0	1.64598	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0.429854	0	0	0	0	0	0.658336	1.80084	0	1.52928	0
PWY-1042: glycolysis IV (plant cytosol)|g__Raoultella.s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	2.22439	0
PWY-1042: glycolysis IV (plant cytosol)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	25.6503	0	0	34.3196	0	0	0	97.2651	0	31.3984
PWY-1042: glycolysis IV (plant cytosol)|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0	0.261875	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0.564952	0
PWY-1042: glycolysis IV (plant cytosol)|unclassified	29.2235	53.335	68.8409	34.9275	44.4548	36.0421	63.1061	13.1296	81.0871	119.275	115.683	75.5459
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	220.246	166.635	108.07	102.703	147.309	69.8397	66.026	218.649	51.0257	65.3709	66.7971	48.8582
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	3.61044	0	2.11805	0	32.4076	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	1.15334	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Alistipes.s__Alistipes_shahii	0	36.1252	0	0	0	2.98448	8.20468	0	0	4.37925	0	3.52087
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	18.4408	8.31299	0	12.0359	0	0	0	0	8.36324	11.1983	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_faecis	0	0	20.2665	22.7224	0	0	9.59825	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	62.0931	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	146.079	31.3888	32.6616	18.9637	57.0394	7.03018	13.2232	0	0	17.4422	9.11093	3.21082
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	4.16026	0	0	4.12396	0	0	0	0	5.52703	1.5509	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	1.20445	0	3.72839	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	2.24588	0	0	0	0	0	39.764	11.6078	0	5.15002	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0.616396	0	0	0	0	0	12.7459	0.549326	0.611689	0.256502
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	2.11874	0	0	0.470094	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	0	0	0	5.28207	0	3.10552	4.33808	3.87248	0	4.31966	4.34146	9.18823
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	0	5.53909	168.532	0	0	0	0	0	0	0	0	40.5135
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|g__Blautia.s__Ruminococcus_obeum	0	1.49286	0	0	0	0	0	0	0	0	0	5.96082
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	0	0	65.6569	0	0	0	0	0	0	0	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0	0	0	0	18.3479	0	41.316	0.198296	0.112714	13.195	0.100296	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	0	0	0	0	0	0	4.77596	0	0	0	0	0
PWY-2723: trehalose degradation V	0	4.55516	0	0	0	0.724771	0	30.6665	12.9681	0	7.20975	0
PWY-2723: trehalose degradation V|g__Escherichia.s__Escherichia_coli	0	0.561692	0	0	0	0	0	7.16043	2.88565	0	2.53513	0
PWY-2941: L-lysine biosynthesis II	28.2134	22.0367	55.7493	35.0638	34.7108	11.0783	93.7122	21.4359	30.3648	68.6687	122.693	63.7735
PWY-2941: L-lysine biosynthesis II|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0	0	0	0	0.688985	2.06993	0	1.74015	0	2.29214	0	0
PWY-2941: L-lysine biosynthesis II|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	1.01378	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II|g__Lactococcus.s__Lactococcus_lactis	0.868448	0	0	0	0	0	0	0	0	0	8.36083	6.09803
PWY-2941: L-lysine biosynthesis II|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	1.94335	0	0	0.847292	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0	0	0.422416	0	0.390211	0.872258	0	0	0
PWY-2941: L-lysine biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	0	0	2.4375	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II|unclassified	0	7.35268	13.1305	10.7728	4.47954	0	0	3.84378	4.41549	0	7.66148	24.8341
PWY-2942: L-lysine biosynthesis III	451.536	445.794	452.111	499.753	409.374	418.013	447.717	430.637	450.843	433.234	373.067	423.839
PWY-2942: L-lysine biosynthesis III|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0.321371	0	0	0	0	0	0	0	0	0.550663	0.810641
PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	0	3.88661	0	2.14109	0	29.2921	0	0	0	0	0	0.616438
PWY-2942: L-lysine biosynthesis III|g__Alistipes.s__Alistipes_indistinctus	0	0.932069	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	0	1.15555	7.71936	6.04573	0	4.1346	3.04795	1.36298	0	6.99293	9.27832	4.50888
PWY-2942: L-lysine biosynthesis III|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0.266008	0	0	0	0.489302	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae	0	19.0045	6.33437	0	11.3738	0	1.00096	0	0	8.69732	11.0039	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_cellulosilyticus	8.16684	0	0	0	0	9.9988	16.8162	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	5.0663	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0.347504	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_dorei	77.2068	35.0948	47.8035	7.68765	11.0915	20.4558	76.6313	0	0	39.1962	33.7596	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_faecis	0	0	26.4418	25.2419	0	0	9.70018	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	62.1435	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis	22.7912	0	4.42226	0.999259	1.22301	2.8916	1.34024	0	0	5.73063	0	5.08119
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	130.53	28.9056	41.0643	18.4127	72.9641	6.35946	11.2987	0	0	18.2037	15.029	15.1659
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	64.7326	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	9.60653	0	0	4.70915	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_stercoris	0	21.55	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	2.89367	0	0	3.60219	0	0	0	0	4.7782	2.17959	0
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	0	60.2398	18.4929	57.7328	0	41.131	34.284	127.359	130.009	14.4658	33.5142	64.1675
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	39.2777	15.4429	21.4963	90.6174	163.374	6.05088	0	128.041	0	19.209	2.85351	19.9797
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens	0	2.16311	0	2.30451	0	0	0	0	0	0.245195	0	0
PWY-2942: L-lysine biosynthesis III|g__Barnesiella.s__Barnesiella_intestinihominis	0	12.6698	0	0	0	0	7.57926	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0.85854	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bilophila.s__Bilophila_wadsworthia	0	3.36604	0	0	0	0	5.95166	0	2.46068	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Blautia.s__Ruminococcus_gnavus	14.6591	0.313189	3.34516	0.375695	0	2.07154	0	2.5496	6.90418	2.05001	4.30411	0.500044
PWY-2942: L-lysine biosynthesis III|g__Blautia.s__Ruminococcus_obeum	0	1.36814	0	0	0	0	0	0	2.20095	0	6.63227	4.52631
PWY-2942: L-lysine biosynthesis III|g__Blautia.s__Ruminococcus_torques	0	2.81565	0	11.1812	2.28125	0	1.94925	0	0.562117	0.32213	0	0.569268
PWY-2942: L-lysine biosynthesis III|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0.52368	0	0	0	0.477128	0.273037	0	0	2.27648	0	0	0.690307
PWY-2942: L-lysine biosynthesis III|g__Clostridium.s__Clostridium_asparagiforme	0	0	1.24153	0	0	0.894662	0	0	0	0	0.468206	0
PWY-2942: L-lysine biosynthesis III|g__Clostridium.s__Clostridium_hathewayi	2.75913	0	1.60565	0	0.572337	2.33246	0	0	0.23246	0.727507	0.278699	0
PWY-2942: L-lysine biosynthesis III|g__Coprococcus.s__Coprococcus_catus	0	0.879296	0	0.852455	0	0	0	0	0	0	2.23414	2.37493
PWY-2942: L-lysine biosynthesis III|g__Coprococcus.s__Coprococcus_eutactus	0	18.9437	0	0	0.826634	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	17.2495
PWY-2942: L-lysine biosynthesis III|g__Dialister.s__Dialister_invisus	0	9.29091	10.7514	0	0	11.1247	0	0	0	6.15287	0.271422	6.29381
PWY-2942: L-lysine biosynthesis III|g__Eggerthella.s__Eggerthella_lenta	0.815309	0	2.08151	0	0	1.14877	0	0.234651	0	0	1.60533	1.1028
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Clostridium_innocuum	0	0	0	0	0	0.203387	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Clostridium_ramosum	0	0	0.812103	0	1.23014	2.95081	0	1.98638	0	2.12204	0	0
PWY-2942: L-lysine biosynthesis III|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_6_1_45	0	0	0.503492	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Escherichia.s__Escherichia_coli	0	1.00381	0	0	0	0	0	5.97231	2.21151	0	2.73952	0
PWY-2942: L-lysine biosynthesis III|g__Eubacterium.s__Eubacterium_siraeum	0	0.599103	0	0	0	0	0.656853	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Eubacterium.s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	1.81216	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	68.3428	14.9016	124.685	64.0762	28.0965	137.869	32.8078	35.7982	92.7991	26.6035	26.0134	45.3666
PWY-2942: L-lysine biosynthesis III|g__Flavonifractor.s__Flavonifractor_plautii	3.122	0.444332	0	0	2.76703	4.12597	1.56879	1.43395	1.94151	4.30281	3.38767	1.56431
PWY-2942: L-lysine biosynthesis III|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0	0	0	0	0.324271
PWY-2942: L-lysine biosynthesis III|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1.56745	0	0	0	0	0.326516	16.9837	0.455017	0.285161	0
PWY-2942: L-lysine biosynthesis III|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0	0	0	0	0.334014	0	0
PWY-2942: L-lysine biosynthesis III|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	1.50552	0	2.16436	0	1.57999	0	0.41129
PWY-2942: L-lysine biosynthesis III|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	1.80433	5.44942	7.04267	2.83579	4.36559	2.7398	0.94797	14.3318	7.64301	9.23835	3.80107
PWY-2942: L-lysine biosynthesis III|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	2.15268	0.476217	0.299383	0	2.12118	7.68698	1.5293	1.49233	1.69553	0	3.77972	1.04199
PWY-2942: L-lysine biosynthesis III|g__Lactobacillus.s__Lactobacillus_acidophilus	0	0	0	0	0	0	0.841228	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Lactococcus.s__Lactococcus_lactis	0.745449	0.639015	0	0	0	0	0	0	0	0	7.98043	5.6804
PWY-2942: L-lysine biosynthesis III|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	1.82311	0	0	0.796731	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	30.5215	5.80548	0	3.60042	11.4257	4.26614	5.69788	17.5219	0	2.89508	2.87088	0
